264	18	6
264	36	6
264	20	6
264	162	6
264	137	6
264	101	6
264	64	6
264	122	6
264	66	6
264	50	6
264	208	6
273	162	6
274	253	6
274	262	6
270	20	6
270	48	6
270	252	6
270	237	6
270	152	6
270	239	6
265	36	6
265	146	6
265	116	6
265	14	6
265	162	6
265	101	6
265	58	6
265	192	6
265	18	6
265	106	6
265	138	6
265	223	6
265	64	6
280	95	6
280	36	6
280	164	6
280	122	6
280	191	6
280	217	6
280	19	6
280	20	6
280	34	6
269	36	6
269	146	6
269	250	6
269	101	6
269	152	6
280	137	6
280	48	6
280	127	6
280	66	6
280	50	6
280	208	6
280	68	6
281	237	6
281	152	6
281	219	6
281	127	6
283	234	6
283	101	6
283	127	6
283	208	6
286	162	6
286	101	6
286	252	6
286	253	6
286	20	6
287	19	6
287	162	6
287	126	6
287	48	6
287	64	6
287	122	6
287	66	6
287	208	6
287	68	6
287	217	6
294	237	6
294	152	6
295	242	6
295	50	6
296	197	6
296	126	6
296	137	6
297	127	6
296	101	6
296	208	6
296	69	6
298	127	6
278	19	6
278	197	6
278	34	6
278	162	6
278	101	6
278	64	6
278	66	6
278	50	6
278	51	6
278	208	6
278	68	6
301	116	6
301	19	6
301	162	6
301	64	6
302	116	6
302	14	6
302	101	6
302	122	6
306	116	6
306	162	6
306	64	6
309	162	6
309	101	6
309	58	6
309	219	6
309	33	6
309	223	6
309	64	6
310	118	6
310	237	6
310	152	6
310	20	6
316	36	6
316	14	6
316	162	6
316	101	6
316	18	6
316	19	6
316	20	6
316	106	6
316	51	6
316	143	6
316	146	6
316	116	6
316	212	6
316	58	6
316	192	6
316	32	6
316	33	6
316	126	6
316	223	6
316	127	6
316	64	6
316	262	6
318	31	6
318	20	6
318	221	6
318	70	6
321	143	6
321	14	6
321	234	6
321	101	6
321	122	6
321	19	6
321	20	6
321	127	6
321	51	6
268	66	6
268	253	6
322	137	6
322	48	6
322	101	6
322	122	6
322	208	6
322	191	6
322	217	6
325	37	6
325	54	6
325	39	6
325	31	6
325	105	6
325	138	6
329	208	6
331	101	6
331	122	6
332	18	6
332	20	6
332	101	6
312	20	6
312	164	6
312	101	6
312	50	6
312	208	6
338	36	6
337	239	6
338	101	6
337	190	6
338	122	6
337	20	6
338	104	6
337	34	6
338	109	6
337	137	6
338	111	6
337	139	6
337	208	6
339	143	6
339	146	6
339	20	6
339	164	6
339	101	6
340	19	6
339	70	6
340	197	6
340	34	6
340	162	6
340	101	6
340	64	6
340	66	6
340	50	6
340	51	6
340	208	6
340	68	6
340	253	6
342	116	6
342	162	6
342	252	6
342	101	6
342	217	6
342	239	6
342	155	6
342	106	6
342	48	6
342	223	6
342	64	6
342	262	6
311	36	6
311	162	6
311	101	6
311	20	6
311	48	6
311	116	6
311	212	6
311	217	6
311	192	6
311	32	6
332	66	6
311	64	6
332	208	6
335	253	6
335	242	6
335	48	6
335	66	6
335	50	6
335	208	6
345	39	6
345	242	6
345	34	6
345	262	6
348	143	6
348	116	6
348	20	6
348	101	6
348	70	6
349	146	6
349	39	6
349	162	6
349	101	6
349	64	6
350	101	6
350	48	6
350	212	6
350	217	6
311	262	6
332	68	6
332	75	6
352	54	6
352	162	6
352	64	6
352	122	6
355	95	6
355	36	6
355	14	6
355	162	6
355	234	6
355	164	6
355	101	6
355	18	6
355	20	6
355	106	6
356	116	6
355	50	6
356	162	6
355	208	6
356	64	6
357	216	6
355	143	6
355	146	6
355	116	6
355	212	6
355	122	6
355	58	6
355	192	6
355	32	6
355	155	6
355	33	6
355	34	6
355	223	6
355	64	6
355	66	6
360	34	6
360	126	6
360	66	6
360	208	6
360	68	6
362	242	6
362	20	6
362	212	6
362	162	6
362	101	6
362	252	6
362	239	6
354	212	6
353	66	6
354	87	6
353	50	6
354	242	6
353	68	6
354	111	6
368	36	6
368	116	6
368	162	6
368	252	6
368	217	6
368	192	6
368	48	6
365	219	6
368	64	6
365	162	6
368	68	6
365	250	6
365	64	6
365	122	6
365	75	6
369	162	6
369	250	6
369	101	6
369	192	6
369	106	6
369	64	6
371	95	6
371	164	6
371	101	6
371	217	6
371	191	6
371	253	6
371	19	6
371	137	6
371	48	6
371	66	6
371	50	6
371	68	6
371	208	6
372	101	6
372	138	6
372	116	6
372	54	6
374	20	6
374	137	6
374	152	6
374	219	6
374	155	6
374	39	6
374	101	6
374	237	6
374	239	6
374	116	6
374	118	6
374	252	6
374	127	6
376	36	6
376	146	6
376	197	6
376	39	6
376	162	6
376	101	6
376	64	6
378	106	6
378	39	6
378	101	6
381	19	6
381	197	6
381	48	6
381	51	6
384	116	6
384	32	6
385	54	6
385	19	6
385	101	6
385	70	6
386	95	6
386	116	6
386	162	6
386	164	6
386	101	6
386	191	6
386	192	6
386	217	6
386	48	6
386	64	6
388	36	6
388	14	6
388	197	6
388	162	6
388	101	6
388	18	6
388	19	6
388	20	6
388	106	6
388	51	6
388	143	6
388	146	6
388	212	6
388	191	6
388	58	6
388	33	6
388	126	6
388	127	6
388	64	6
392	162	6
392	101	6
392	106	6
392	192	6
392	223	6
392	64	6
392	262	6
393	20	6
393	162	6
393	101	6
393	70	6
394	116	6
394	162	6
394	48	6
394	64	6
394	217	6
367	20	6
367	101	6
400	20	6
400	137	6
400	101	6
400	122	6
400	239	6
401	101	6
401	122	6
401	217	6
401	191	6
401	253	6
401	34	6
401	126	6
401	48	6
401	64	6
401	66	6
401	50	6
401	68	6
401	208	6
405	197	6
405	101	6
405	75	6
405	208	6
407	152	6
407	239	6
407	219	6
407	20	6
409	252	6
409	253	6
409	242	6
409	262	6
411	126	6
411	122	6
411	69	6
412	109	6
412	50	6
412	152	6
412	70	6
415	208	6
416	20	6
416	101	6
416	70	6
408	143	6
408	39	6
408	101	6
408	20	6
421	162	6
421	101	6
421	18	6
421	109	6
421	69	6
421	208	6
420	36	6
420	146	6
420	101	6
420	122	6
420	192	6
420	20	6
420	106	6
420	126	6
420	50	6
422	18	6
422	19	6
422	137	6
422	164	6
422	122	6
422	66	6
422	50	6
422	208	6
422	68	6
424	162	6
424	234	6
424	101	6
424	19	6
424	48	6
424	51	6
424	208	6
424	146	6
424	122	6
424	58	6
424	217	6
424	33	6
424	126	6
424	127	6
424	64	6
424	69	6
424	68	6
425	101	6
425	19	6
425	34	6
425	111	6
426	116	6
426	155	6
426	106	6
426	162	6
426	223	6
426	101	6
426	64	6
426	192	6
426	58	6
428	212	6
427	16	6
428	162	6
427	237	6
428	101	6
427	239	6
428	20	6
427	50	6
428	106	6
427	208	6
427	118	6
427	252	6
427	152	6
427	219	6
429	162	6
432	116	6
432	162	6
432	64	6
431	19	6
431	34	6
431	164	6
431	252	6
431	122	6
431	208	6
431	253	6
438	101	6
438	109	6
439	116	6
439	162	6
439	16	6
439	164	6
439	101	6
439	87	6
439	20	6
439	64	6
439	66	6
439	50	6
439	68	6
439	208	6
443	192	6
444	219	6
444	250	6
445	162	6
445	164	6
445	101	6
445	122	6
445	208	6
450	237	6
450	239	6
450	20	6
450	252	6
450	152	6
450	219	6
452	36	6
452	106	6
452	162	6
453	95	6
452	101	6
453	36	6
453	14	6
453	197	6
453	101	6
453	191	6
453	217	6
453	137	6
453	48	6
454	45	6
453	50	6
454	54	6
453	208	6
454	236	6
454	208	6
457	36	6
457	197	6
457	101	6
457	75	6
457	242	6
457	20	6
457	139	6
457	50	6
457	122	6
457	127	6
457	66	6
457	69	6
457	68	6
460	162	6
460	48	6
460	64	6
460	122	6
460	217	6
461	197	6
461	101	6
461	104	6
363	104	6
461	20	6
461	137	6
363	36	6
461	109	6
363	164	6
465	197	6
363	109	6
